Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
0.5	0	1	internal://	InInterests	0	0	0	0
0.5	0	1	internal://	OutInterests	0	0	0	0
0.5	0	1	internal://	InData	0	0	0	0
0.5	0	1	internal://	OutData	0	0	0	0
0.5	0	1	internal://	InNacks	0	0	0	0
0.5	0	1	internal://	OutNacks	0	0	0	0
0.5	0	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	0	1	internal://	InTimedOutInterests	0	0	0	0
0.5	0	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	0	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	0	2	internal://	InInterests	0	0	0	0
0.5	0	2	internal://	OutInterests	0	0	0	0
0.5	0	2	internal://	InData	0	0	0	0
0.5	0	2	internal://	OutData	0	0	0	0
0.5	0	2	internal://	InNacks	0	0	0	0
0.5	0	2	internal://	OutNacks	0	0	0	0
0.5	0	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	0	2	internal://	InTimedOutInterests	0	0	0	0
0.5	0	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	0	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	0	256	internal://	InInterests	0	0	0	0
0.5	0	256	internal://	OutInterests	0	0	0	0
0.5	0	256	internal://	InData	0	0	0	0
0.5	0	256	internal://	OutData	0	0	0	0
0.5	0	256	internal://	InNacks	0	0	0	0
0.5	0	256	internal://	OutNacks	0	0	0	0
0.5	0	256	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	0	256	internal://	InTimedOutInterests	0	0	0	0
0.5	0	256	internal://	OutSatisfiedInterests	0	0	0	0
0.5	0	256	internal://	OutTimedOutInterests	0	0	0	0
0.5	0	258	netdev://[00:00:00:00:00:09]	InInterests	0	0	0	0
0.5	0	258	netdev://[00:00:00:00:00:09]	OutInterests	80	2.42188	50	1.51367
0.5	0	258	netdev://[00:00:00:00:00:09]	InData	43.2	44.55	27	27.8438
0.5	0	258	netdev://[00:00:00:00:00:09]	OutData	0	0	0	0
0.5	0	258	netdev://[00:00:00:00:00:09]	InNacks	0	0	0	0
0.5	0	258	netdev://[00:00:00:00:00:09]	OutNacks	0	0	0	0
0.5	0	258	netdev://[00:00:00:00:00:09]	InSatisfiedInterests	0	0	0	0
0.5	0	258	netdev://[00:00:00:00:00:09]	InTimedOutInterests	0	0	0	0
0.5	0	258	netdev://[00:00:00:00:00:09]	OutSatisfiedInterests	43.2	0	27	0
0.5	0	258	netdev://[00:00:00:00:00:09]	OutTimedOutInterests	0	0	0	0
0.5	0	259	appFace://	InInterests	80	2.42188	50	1.51367
0.5	0	259	appFace://	OutInterests	0	0	0	0
0.5	0	259	appFace://	InData	0	0	0	0
0.5	0	259	appFace://	OutData	43.2	44.55	27	27.8438
0.5	0	259	appFace://	InNacks	0	0	0	0
0.5	0	259	appFace://	OutNacks	0	0	0	0
0.5	0	259	appFace://	InSatisfiedInterests	43.2	0	27	0
0.5	0	259	appFace://	InTimedOutInterests	0	0	0	0
0.5	0	259	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	0	259	appFace://	OutTimedOutInterests	0	0	0	0
0.5	0	-1	all	SatisfiedInterests	46.4	0	29	0
0.5	0	-1	all	TimedOutInterests	0	0	0	0
0.5	1	1	internal://	InInterests	0	0	0	0
0.5	1	1	internal://	OutInterests	0	0	0	0
0.5	1	1	internal://	InData	0	0	0	0
0.5	1	1	internal://	OutData	0	0	0	0
0.5	1	1	internal://	InNacks	0	0	0	0
0.5	1	1	internal://	OutNacks	0	0	0	0
0.5	1	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	1	1	internal://	InTimedOutInterests	0	0	0	0
0.5	1	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	1	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	1	2	internal://	InInterests	0	0	0	0
0.5	1	2	internal://	OutInterests	0	0	0	0
0.5	1	2	internal://	InData	0	0	0	0
0.5	1	2	internal://	OutData	0	0	0	0
0.5	1	2	internal://	InNacks	0	0	0	0
0.5	1	2	internal://	OutNacks	0	0	0	0
0.5	1	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	1	2	internal://	InTimedOutInterests	0	0	0	0
0.5	1	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	1	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	1	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	1	-1	all	TimedOutInterests	0	0	0	0
0.5	2	1	internal://	InInterests	0	0	0	0
0.5	2	1	internal://	OutInterests	0	0	0	0
0.5	2	1	internal://	InData	0	0	0	0
0.5	2	1	internal://	OutData	0	0	0	0
0.5	2	1	internal://	InNacks	0	0	0	0
0.5	2	1	internal://	OutNacks	0	0	0	0
0.5	2	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	2	1	internal://	InTimedOutInterests	0	0	0	0
0.5	2	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	2	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	2	2	internal://	InInterests	0	0	0	0
0.5	2	2	internal://	OutInterests	0	0	0	0
0.5	2	2	internal://	InData	0	0	0	0
0.5	2	2	internal://	OutData	0	0	0	0
0.5	2	2	internal://	InNacks	0	0	0	0
0.5	2	2	internal://	OutNacks	0	0	0	0
0.5	2	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	2	2	internal://	InTimedOutInterests	0	0	0	0
0.5	2	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	2	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	2	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	2	-1	all	TimedOutInterests	0	0	0	0
0.5	3	1	internal://	InInterests	0	0	0	0
0.5	3	1	internal://	OutInterests	0	0	0	0
0.5	3	1	internal://	InData	0	0	0	0
0.5	3	1	internal://	OutData	0	0	0	0
0.5	3	1	internal://	InNacks	0	0	0	0
0.5	3	1	internal://	OutNacks	0	0	0	0
0.5	3	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	3	1	internal://	InTimedOutInterests	0	0	0	0
0.5	3	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	3	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	3	2	internal://	InInterests	0	0	0	0
0.5	3	2	internal://	OutInterests	0	0	0	0
0.5	3	2	internal://	InData	0	0	0	0
0.5	3	2	internal://	OutData	0	0	0	0
0.5	3	2	internal://	InNacks	0	0	0	0
0.5	3	2	internal://	OutNacks	0	0	0	0
0.5	3	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	3	2	internal://	InTimedOutInterests	0	0	0	0
0.5	3	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	3	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	3	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	3	-1	all	TimedOutInterests	0	0	0	0
0.5	4	1	internal://	InInterests	0	0	0	0
0.5	4	1	internal://	OutInterests	0	0	0	0
0.5	4	1	internal://	InData	0	0	0	0
0.5	4	1	internal://	OutData	0	0	0	0
0.5	4	1	internal://	InNacks	0	0	0	0
0.5	4	1	internal://	OutNacks	0	0	0	0
0.5	4	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	4	1	internal://	InTimedOutInterests	0	0	0	0
0.5	4	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	4	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	4	2	internal://	InInterests	0	0	0	0
0.5	4	2	internal://	OutInterests	0	0	0	0
0.5	4	2	internal://	InData	0	0	0	0
0.5	4	2	internal://	OutData	0	0	0	0
0.5	4	2	internal://	InNacks	0	0	0	0
0.5	4	2	internal://	OutNacks	0	0	0	0
0.5	4	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	4	2	internal://	InTimedOutInterests	0	0	0	0
0.5	4	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	4	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	4	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	4	-1	all	TimedOutInterests	0	0	0	0
0.5	5	1	internal://	InInterests	0	0	0	0
0.5	5	1	internal://	OutInterests	0	0	0	0
0.5	5	1	internal://	InData	0	0	0	0
0.5	5	1	internal://	OutData	0	0	0	0
0.5	5	1	internal://	InNacks	0	0	0	0
0.5	5	1	internal://	OutNacks	0	0	0	0
0.5	5	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	5	1	internal://	InTimedOutInterests	0	0	0	0
0.5	5	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	5	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	5	2	internal://	InInterests	0	0	0	0
0.5	5	2	internal://	OutInterests	0	0	0	0
0.5	5	2	internal://	InData	0	0	0	0
0.5	5	2	internal://	OutData	0	0	0	0
0.5	5	2	internal://	InNacks	0	0	0	0
0.5	5	2	internal://	OutNacks	0	0	0	0
0.5	5	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	5	2	internal://	InTimedOutInterests	0	0	0	0
0.5	5	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	5	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	5	257	netdev://[00:00:00:00:00:0a]	InInterests	78.4	2.37344	49	1.4834
0.5	5	257	netdev://[00:00:00:00:00:0a]	OutInterests	0	0	0	0
0.5	5	257	netdev://[00:00:00:00:00:0a]	InData	0	0	0	0
0.5	5	257	netdev://[00:00:00:00:00:0a]	OutData	46.4	47.85	29	29.9062
0.5	5	257	netdev://[00:00:00:00:00:0a]	InNacks	0	0	0	0
0.5	5	257	netdev://[00:00:00:00:00:0a]	OutNacks	0	0	0	0
0.5	5	257	netdev://[00:00:00:00:00:0a]	InSatisfiedInterests	46.4	0	29	0
0.5	5	257	netdev://[00:00:00:00:00:0a]	InTimedOutInterests	0	0	0	0
0.5	5	257	netdev://[00:00:00:00:00:0a]	OutSatisfiedInterests	0	0	0	0
0.5	5	257	netdev://[00:00:00:00:00:0a]	OutTimedOutInterests	0	0	0	0
0.5	5	258	netdev://[00:00:00:00:00:0b]	InInterests	0	0	0	0
0.5	5	258	netdev://[00:00:00:00:00:0b]	OutInterests	78.4	2.37344	49	1.4834
0.5	5	258	netdev://[00:00:00:00:00:0b]	InData	46.4	47.85	29	29.9062
0.5	5	258	netdev://[00:00:00:00:00:0b]	OutData	0	0	0	0
0.5	5	258	netdev://[00:00:00:00:00:0b]	InNacks	0	0	0	0
0.5	5	258	netdev://[00:00:00:00:00:0b]	OutNacks	0	0	0	0
0.5	5	258	netdev://[00:00:00:00:00:0b]	InSatisfiedInterests	0	0	0	0
0.5	5	258	netdev://[00:00:00:00:00:0b]	InTimedOutInterests	0	0	0	0
0.5	5	258	netdev://[00:00:00:00:00:0b]	OutSatisfiedInterests	46.4	0	29	0
0.5	5	258	netdev://[00:00:00:00:00:0b]	OutTimedOutInterests	0	0	0	0
0.5	5	-1	all	SatisfiedInterests	48	0	30	0
0.5	5	-1	all	TimedOutInterests	0	0	0	0
0.5	6	1	internal://	InInterests	0	0	0	0
0.5	6	1	internal://	OutInterests	0	0	0	0
0.5	6	1	internal://	InData	0	0	0	0
0.5	6	1	internal://	OutData	0	0	0	0
0.5	6	1	internal://	InNacks	0	0	0	0
0.5	6	1	internal://	OutNacks	0	0	0	0
0.5	6	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	6	1	internal://	InTimedOutInterests	0	0	0	0
0.5	6	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	6	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	6	2	internal://	InInterests	0	0	0	0
0.5	6	2	internal://	OutInterests	0	0	0	0
0.5	6	2	internal://	InData	0	0	0	0
0.5	6	2	internal://	OutData	0	0	0	0
0.5	6	2	internal://	InNacks	0	0	0	0
0.5	6	2	internal://	OutNacks	0	0	0	0
0.5	6	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	6	2	internal://	InTimedOutInterests	0	0	0	0
0.5	6	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	6	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	6	257	netdev://[00:00:00:00:00:0c]	InInterests	76.8	2.325	48	1.45312
0.5	6	257	netdev://[00:00:00:00:00:0c]	OutInterests	0	0	0	0
0.5	6	257	netdev://[00:00:00:00:00:0c]	InData	0	0	0	0
0.5	6	257	netdev://[00:00:00:00:00:0c]	OutData	49.6	51.15	31	31.9688
0.5	6	257	netdev://[00:00:00:00:00:0c]	InNacks	0	0	0	0
0.5	6	257	netdev://[00:00:00:00:00:0c]	OutNacks	0	0	0	0
0.5	6	257	netdev://[00:00:00:00:00:0c]	InSatisfiedInterests	49.6	0	31	0
0.5	6	257	netdev://[00:00:00:00:00:0c]	InTimedOutInterests	0	0	0	0
0.5	6	257	netdev://[00:00:00:00:00:0c]	OutSatisfiedInterests	0	0	0	0
0.5	6	257	netdev://[00:00:00:00:00:0c]	OutTimedOutInterests	0	0	0	0
0.5	6	260	netdev://[00:00:00:00:00:1f]	InInterests	0	0	0	0
0.5	6	260	netdev://[00:00:00:00:00:1f]	OutInterests	76.8	2.325	48	1.45312
0.5	6	260	netdev://[00:00:00:00:00:1f]	InData	49.6	51.15	31	31.9688
0.5	6	260	netdev://[00:00:00:00:00:1f]	OutData	0	0	0	0
0.5	6	260	netdev://[00:00:00:00:00:1f]	InNacks	0	0	0	0
0.5	6	260	netdev://[00:00:00:00:00:1f]	OutNacks	0	0	0	0
0.5	6	260	netdev://[00:00:00:00:00:1f]	InSatisfiedInterests	0	0	0	0
0.5	6	260	netdev://[00:00:00:00:00:1f]	InTimedOutInterests	0	0	0	0
0.5	6	260	netdev://[00:00:00:00:00:1f]	OutSatisfiedInterests	49.6	0	31	0
0.5	6	260	netdev://[00:00:00:00:00:1f]	OutTimedOutInterests	0	0	0	0
0.5	6	-1	all	SatisfiedInterests	51.2	0	32	0
0.5	6	-1	all	TimedOutInterests	0	0	0	0
0.5	7	1	internal://	InInterests	0	0	0	0
0.5	7	1	internal://	OutInterests	0	0	0	0
0.5	7	1	internal://	InData	0	0	0	0
0.5	7	1	internal://	OutData	0	0	0	0
0.5	7	1	internal://	InNacks	0	0	0	0
0.5	7	1	internal://	OutNacks	0	0	0	0
0.5	7	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	7	1	internal://	InTimedOutInterests	0	0	0	0
0.5	7	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	7	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	7	2	internal://	InInterests	0	0	0	0
0.5	7	2	internal://	OutInterests	0	0	0	0
0.5	7	2	internal://	InData	0	0	0	0
0.5	7	2	internal://	OutData	0	0	0	0
0.5	7	2	internal://	InNacks	0	0	0	0
0.5	7	2	internal://	OutNacks	0	0	0	0
0.5	7	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	7	2	internal://	InTimedOutInterests	0	0	0	0
0.5	7	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	7	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	7	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	7	-1	all	TimedOutInterests	0	0	0	0
0.5	8	1	internal://	InInterests	0	0	0	0
0.5	8	1	internal://	OutInterests	0	0	0	0
0.5	8	1	internal://	InData	0	0	0	0
0.5	8	1	internal://	OutData	0	0	0	0
0.5	8	1	internal://	InNacks	0	0	0	0
0.5	8	1	internal://	OutNacks	0	0	0	0
0.5	8	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	8	1	internal://	InTimedOutInterests	0	0	0	0
0.5	8	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	8	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	8	2	internal://	InInterests	0	0	0	0
0.5	8	2	internal://	OutInterests	0	0	0	0
0.5	8	2	internal://	InData	0	0	0	0
0.5	8	2	internal://	OutData	0	0	0	0
0.5	8	2	internal://	InNacks	0	0	0	0
0.5	8	2	internal://	OutNacks	0	0	0	0
0.5	8	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	8	2	internal://	InTimedOutInterests	0	0	0	0
0.5	8	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	8	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	8	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	8	-1	all	TimedOutInterests	0	0	0	0
0.5	9	1	internal://	InInterests	0	0	0	0
0.5	9	1	internal://	OutInterests	0	0	0	0
0.5	9	1	internal://	InData	0	0	0	0
0.5	9	1	internal://	OutData	0	0	0	0
0.5	9	1	internal://	InNacks	0	0	0	0
0.5	9	1	internal://	OutNacks	0	0	0	0
0.5	9	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	9	1	internal://	InTimedOutInterests	0	0	0	0
0.5	9	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	9	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	9	2	internal://	InInterests	0	0	0	0
0.5	9	2	internal://	OutInterests	0	0	0	0
0.5	9	2	internal://	InData	0	0	0	0
0.5	9	2	internal://	OutData	0	0	0	0
0.5	9	2	internal://	InNacks	0	0	0	0
0.5	9	2	internal://	OutNacks	0	0	0	0
0.5	9	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	9	2	internal://	InTimedOutInterests	0	0	0	0
0.5	9	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	9	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	9	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	9	-1	all	TimedOutInterests	0	0	0	0
0.5	10	1	internal://	InInterests	0	0	0	0
0.5	10	1	internal://	OutInterests	0	0	0	0
0.5	10	1	internal://	InData	0	0	0	0
0.5	10	1	internal://	OutData	0	0	0	0
0.5	10	1	internal://	InNacks	0	0	0	0
0.5	10	1	internal://	OutNacks	0	0	0	0
0.5	10	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	10	1	internal://	InTimedOutInterests	0	0	0	0
0.5	10	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	10	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	10	2	internal://	InInterests	0	0	0	0
0.5	10	2	internal://	OutInterests	0	0	0	0
0.5	10	2	internal://	InData	0	0	0	0
0.5	10	2	internal://	OutData	0	0	0	0
0.5	10	2	internal://	InNacks	0	0	0	0
0.5	10	2	internal://	OutNacks	0	0	0	0
0.5	10	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	10	2	internal://	InTimedOutInterests	0	0	0	0
0.5	10	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	10	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	10	-1	all	SatisfiedInterests	1.6	0	1	0
0.5	10	-1	all	TimedOutInterests	0	0	0	0
0.5	11	1	internal://	InInterests	0	0	0	0
0.5	11	1	internal://	OutInterests	0	0	0	0
0.5	11	1	internal://	InData	0	0	0	0
0.5	11	1	internal://	OutData	0	0	0	0
0.5	11	1	internal://	InNacks	0	0	0	0
0.5	11	1	internal://	OutNacks	0	0	0	0
0.5	11	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	11	1	internal://	InTimedOutInterests	0	0	0	0
0.5	11	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	11	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	11	2	internal://	InInterests	0	0	0	0
0.5	11	2	internal://	OutInterests	0	0	0	0
0.5	11	2	internal://	InData	0	0	0	0
0.5	11	2	internal://	OutData	0	0	0	0
0.5	11	2	internal://	InNacks	0	0	0	0
0.5	11	2	internal://	OutNacks	0	0	0	0
0.5	11	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	11	2	internal://	InTimedOutInterests	0	0	0	0
0.5	11	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	11	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	11	258	netdev://[00:00:00:00:00:20]	InInterests	75.2	2.27656	47	1.42285
0.5	11	258	netdev://[00:00:00:00:00:20]	OutInterests	0	0	0	0
0.5	11	258	netdev://[00:00:00:00:00:20]	InData	0	0	0	0
0.5	11	258	netdev://[00:00:00:00:00:20]	OutData	52.8	54.45	33	34.0312
0.5	11	258	netdev://[00:00:00:00:00:20]	InNacks	0	0	0	0
0.5	11	258	netdev://[00:00:00:00:00:20]	OutNacks	0	0	0	0
0.5	11	258	netdev://[00:00:00:00:00:20]	InSatisfiedInterests	52.8	0	33	0
0.5	11	258	netdev://[00:00:00:00:00:20]	InTimedOutInterests	0	0	0	0
0.5	11	258	netdev://[00:00:00:00:00:20]	OutSatisfiedInterests	0	0	0	0
0.5	11	258	netdev://[00:00:00:00:00:20]	OutTimedOutInterests	0	0	0	0
0.5	11	259	netdev://[00:00:00:00:00:21]	InInterests	0	0	0	0
0.5	11	259	netdev://[00:00:00:00:00:21]	OutInterests	75.2	2.27656	47	1.42285
0.5	11	259	netdev://[00:00:00:00:00:21]	InData	52.8	54.45	33	34.0312
0.5	11	259	netdev://[00:00:00:00:00:21]	OutData	0	0	0	0
0.5	11	259	netdev://[00:00:00:00:00:21]	InNacks	0	0	0	0
0.5	11	259	netdev://[00:00:00:00:00:21]	OutNacks	0	0	0	0
0.5	11	259	netdev://[00:00:00:00:00:21]	InSatisfiedInterests	0	0	0	0
0.5	11	259	netdev://[00:00:00:00:00:21]	InTimedOutInterests	0	0	0	0
0.5	11	259	netdev://[00:00:00:00:00:21]	OutSatisfiedInterests	52.8	0	33	0
0.5	11	259	netdev://[00:00:00:00:00:21]	OutTimedOutInterests	0	0	0	0
0.5	11	-1	all	SatisfiedInterests	54.4	0	34	0
0.5	11	-1	all	TimedOutInterests	0	0	0	0
0.5	12	1	internal://	InInterests	0	0	0	0
0.5	12	1	internal://	OutInterests	0	0	0	0
0.5	12	1	internal://	InData	0	0	0	0
0.5	12	1	internal://	OutData	0	0	0	0
0.5	12	1	internal://	InNacks	0	0	0	0
0.5	12	1	internal://	OutNacks	0	0	0	0
0.5	12	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	12	1	internal://	InTimedOutInterests	0	0	0	0
0.5	12	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	12	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	12	2	internal://	InInterests	0	0	0	0
0.5	12	2	internal://	OutInterests	0	0	0	0
0.5	12	2	internal://	InData	0	0	0	0
0.5	12	2	internal://	OutData	0	0	0	0
0.5	12	2	internal://	InNacks	0	0	0	0
0.5	12	2	internal://	OutNacks	0	0	0	0
0.5	12	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	12	2	internal://	InTimedOutInterests	0	0	0	0
0.5	12	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	12	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	12	257	netdev://[00:00:00:00:00:22]	InInterests	73.6	2.22812	46	1.39258
0.5	12	257	netdev://[00:00:00:00:00:22]	OutInterests	0	0	0	0
0.5	12	257	netdev://[00:00:00:00:00:22]	InData	0	0	0	0
0.5	12	257	netdev://[00:00:00:00:00:22]	OutData	56	57.75	35	36.0938
0.5	12	257	netdev://[00:00:00:00:00:22]	InNacks	0	0	0	0
0.5	12	257	netdev://[00:00:00:00:00:22]	OutNacks	0	0	0	0
0.5	12	257	netdev://[00:00:00:00:00:22]	InSatisfiedInterests	56	0	35	0
0.5	12	257	netdev://[00:00:00:00:00:22]	InTimedOutInterests	0	0	0	0
0.5	12	257	netdev://[00:00:00:00:00:22]	OutSatisfiedInterests	0	0	0	0
0.5	12	257	netdev://[00:00:00:00:00:22]	OutTimedOutInterests	0	0	0	0
0.5	12	259	netdev://[00:00:00:00:00:25]	InInterests	0	0	0	0
0.5	12	259	netdev://[00:00:00:00:00:25]	OutInterests	73.6	2.22812	46	1.39258
0.5	12	259	netdev://[00:00:00:00:00:25]	InData	56	57.75	35	36.0938
0.5	12	259	netdev://[00:00:00:00:00:25]	OutData	0	0	0	0
0.5	12	259	netdev://[00:00:00:00:00:25]	InNacks	0	0	0	0
0.5	12	259	netdev://[00:00:00:00:00:25]	OutNacks	0	0	0	0
0.5	12	259	netdev://[00:00:00:00:00:25]	InSatisfiedInterests	0	0	0	0
0.5	12	259	netdev://[00:00:00:00:00:25]	InTimedOutInterests	0	0	0	0
0.5	12	259	netdev://[00:00:00:00:00:25]	OutSatisfiedInterests	56	0	35	0
0.5	12	259	netdev://[00:00:00:00:00:25]	OutTimedOutInterests	0	0	0	0
0.5	12	-1	all	SatisfiedInterests	57.6	0	36	0
0.5	12	-1	all	TimedOutInterests	0	0	0	0
0.5	13	1	internal://	InInterests	0	0	0	0
0.5	13	1	internal://	OutInterests	0	0	0	0
0.5	13	1	internal://	InData	0	0	0	0
0.5	13	1	internal://	OutData	0	0	0	0
0.5	13	1	internal://	InNacks	0	0	0	0
0.5	13	1	internal://	OutNacks	0	0	0	0
0.5	13	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	13	1	internal://	InTimedOutInterests	0	0	0	0
0.5	13	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	13	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	13	2	internal://	InInterests	0	0	0	0
0.5	13	2	internal://	OutInterests	0	0	0	0
0.5	13	2	internal://	InData	0	0	0	0
0.5	13	2	internal://	OutData	0	0	0	0
0.5	13	2	internal://	InNacks	0	0	0	0
0.5	13	2	internal://	OutNacks	0	0	0	0
0.5	13	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	13	2	internal://	InTimedOutInterests	0	0	0	0
0.5	13	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	13	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	13	257	netdev://[00:00:00:00:00:26]	InInterests	72	2.17969	45	1.3623
0.5	13	257	netdev://[00:00:00:00:00:26]	OutInterests	0	0	0	0
0.5	13	257	netdev://[00:00:00:00:00:26]	InData	0	0	0	0
0.5	13	257	netdev://[00:00:00:00:00:26]	OutData	59.2	61.05	37	38.1562
0.5	13	257	netdev://[00:00:00:00:00:26]	InNacks	0	0	0	0
0.5	13	257	netdev://[00:00:00:00:00:26]	OutNacks	0	0	0	0
0.5	13	257	netdev://[00:00:00:00:00:26]	InSatisfiedInterests	59.2	0	37	0
0.5	13	257	netdev://[00:00:00:00:00:26]	InTimedOutInterests	0	0	0	0
0.5	13	257	netdev://[00:00:00:00:00:26]	OutSatisfiedInterests	0	0	0	0
0.5	13	257	netdev://[00:00:00:00:00:26]	OutTimedOutInterests	0	0	0	0
0.5	13	260	netdev://[00:00:00:00:00:39]	InInterests	0	0	0	0
0.5	13	260	netdev://[00:00:00:00:00:39]	OutInterests	72	2.17969	45	1.3623
0.5	13	260	netdev://[00:00:00:00:00:39]	InData	59.2	61.05	37	38.1562
0.5	13	260	netdev://[00:00:00:00:00:39]	OutData	0	0	0	0
0.5	13	260	netdev://[00:00:00:00:00:39]	InNacks	0	0	0	0
0.5	13	260	netdev://[00:00:00:00:00:39]	OutNacks	0	0	0	0
0.5	13	260	netdev://[00:00:00:00:00:39]	InSatisfiedInterests	0	0	0	0
0.5	13	260	netdev://[00:00:00:00:00:39]	InTimedOutInterests	0	0	0	0
0.5	13	260	netdev://[00:00:00:00:00:39]	OutSatisfiedInterests	59.2	0	37	0
0.5	13	260	netdev://[00:00:00:00:00:39]	OutTimedOutInterests	0	0	0	0
0.5	13	-1	all	SatisfiedInterests	60.8	0	38	0
0.5	13	-1	all	TimedOutInterests	0	0	0	0
0.5	14	1	internal://	InInterests	0	0	0	0
0.5	14	1	internal://	OutInterests	0	0	0	0
0.5	14	1	internal://	InData	0	0	0	0
0.5	14	1	internal://	OutData	0	0	0	0
